Equipa Médica,Número de Consultas,Data Consulta
MJG,10,2023-10-04
PM,10,2023-09-23
Não Aplicável - NA,9,2023-07-11
MJG,12,2023-11-11
MJG,11,2023-10-29
PM,13,2024-03-31
PM,8,2023-05-06
PM,9,2023-09-15
PM,10,2024-01-19
Não Aplicável - NA,7,2023-07-01
PM,9,2023-09-01
Não Aplicável - NA,6,2024-01-08
PM,10,2023-09-22
Não Aplicável - NA,12,2023-12-23
MJG,9,2023-07-07
SM,12,2024-02-24
SM,8,2023-07-28
SM,14,2023-09-15
Não Aplicável - NA,10,2024-02-19
SM,14,2023-08-19
Não Aplicável - NA,11,2023-10-26
SM,11,2024-04-04
PM,6,2023-05-31
SM,12,2023-08-21
SM,14,2023-10-16
MJG,13,2023-09-08
PD,5,2023-08-19
PM,7,2023-06-30
PD,5,2024-01-14
Não Aplicável - NA,8,2023-08-29
SM,13,2023-06-19
MJG,12,2023-06-11
PM,15,2024-02-15
SM,15,2023-07-09
PM,8,2023-04-30
PM,10,2023-10-14
PD,10,2024-03-31
MJG,13,2023-04-27
PM,13,2024-01-03
PM,8,2024-03-08
MJG,14,2023-08-18
MJG,5,2023-07-10
MJG,5,2023-11-17
PM,11,2023-05-11
Não Aplicável - NA,11,2024-03-05
PM,11,2023-11-15
PD,11,2024-03-16
PD,15,2023-08-07
PM,8,2023-12-13
MJG,13,2023-08-09
PD,13,2023-12-05
SM,9,2023-12-28
PM,7,2023-08-29
SM,6,2023-06-11
MJG,6,2023-05-23
PD,12,2024-04-07
MJG,12,2024-04-09
SM,13,2023-06-29
PM,9,2023-06-20
PD,13,2024-02-01
SM,6,2024-04-06
PD,8,2023-12-02
PD,5,2023-09-08
PM,7,2023-10-22
SM,6,2023-11-29
MJG,9,2023-05-13
PM,5,2023-05-09
MJG,11,2024-01-19
Não Aplicável - NA,10,2024-04-10
MJG,8,2023-10-05
Não Aplicável - NA,11,2023-09-19
PM,6,2023-07-17
SM,12,2023-10-30
MJG,10,2024-03-07
SM,8,2023-09-15
MJG,15,2024-03-14
MJG,13,2023-04-26
MJG,8,2024-03-23
SM,15,2024-01-25
PD,15,2024-01-22
Não Aplicável - NA,12,2023-08-13
Não Aplicável - NA,8,2023-06-12
PM,6,2023-10-04
PD,11,2024-01-09
Não Aplicável - NA,13,2023-05-15
PD,8,2023-06-01
SM,13,2023-06-15
PD,7,2024-01-18
PM,12,2024-03-20
MJG,8,2023-04-23
PD,13,2023-12-01
PM,8,2023-06-05
SM,9,2023-10-28
Não Aplicável - NA,8,2023-07-25
Não Aplicável - NA,10,2023-10-08
PM,11,2023-06-01
SM,12,2024-02-18
SM,8,2023-11-12
Não Aplicável - NA,12,2023-06-08
Não Aplicável - NA,8,2023-11-23
Não Aplicável - NA,15,2023-05-26
MJG,12,2023-12-15
MJG,9,2023-12-21
MJG,13,2024-04-13
MJG,5,2023-09-04
MJG,9,2023-12-07
SM,15,2024-01-18
PD,11,2023-07-19
Não Aplicável - NA,9,2023-09-17
SM,11,2023-07-13
MJG,15,2023-08-29
PD,9,2023-12-22
SM,14,2024-03-24
Não Aplicável - NA,5,2024-03-09
PD,7,2023-08-03
SM,13,2024-01-07
SM,14,2024-01-07
MJG,6,2024-01-29
Não Aplicável - NA,15,2023-09-03
PM,14,2024-01-11
SM,7,2023-07-15
Não Aplicável - NA,13,2023-12-10
SM,13,2023-11-27
MJG,12,2023-05-27
Não Aplicável - NA,12,2024-03-22
SM,14,2023-06-01
SM,12,2023-05-10
SM,10,2024-01-30
Não Aplicável - NA,5,2023-08-20
PM,8,2024-02-22
SM,15,2024-01-31
MJG,11,2024-01-16
Não Aplicável - NA,14,2024-01-22
MJG,14,2024-01-30
SM,15,2023-11-08
PD,8,2023-07-21
SM,14,2023-07-14
SM,7,2023-06-26
PD,8,2023-11-22
PD,5,2024-01-24
PM,15,2024-01-28
PD,5,2023-07-21
Não Aplicável - NA,6,2023-11-01
PD,9,2023-10-22
SM,5,2023-06-21
MJG,13,2023-07-19
PM,13,2023-09-03
PD,8,2023-09-28
SM,6,2023-10-02
MJG,12,2023-11-13
SM,8,2023-05-07
Não Aplicável - NA,15,2024-03-06
PD,12,2023-06-04
PM,13,2024-04-08
PD,11,2023-07-25
MJG,14,2023-08-22
PM,6,2023-09-14
PM,8,2024-01-28
Não Aplicável - NA,14,2023-12-27
SM,15,2023-08-19
MJG,9,2023-07-06
SM,14,2023-07-23
PM,13,2023-07-26
MJG,12,2023-07-02
Não Aplicável - NA,14,2023-11-01
SM,9,2024-02-16
Não Aplicável - NA,9,2023-09-21
SM,9,2023-09-08
PM,7,2023-06-01
PM,11,2023-10-21
PD,8,2023-12-04
PD,5,2023-09-10
PD,8,2024-01-26
Não Aplicável - NA,14,2023-05-29
SM,11,2023-12-21
MJG,12,2023-04-17
MJG,9,2023-07-16
Não Aplicável - NA,8,2023-06-10
PM,8,2024-02-02
MJG,14,2024-02-11
MJG,6,2023-07-02
SM,6,2023-10-30
PD,10,2023-10-21
PD,8,2024-01-19
PD,13,2024-02-03
SM,10,2023-07-21
PM,10,2023-10-30
PD,12,2023-04-16
Não Aplicável - NA,7,2023-04-18
Não Aplicável - NA,10,2023-09-16
PD,12,2024-04-08
Não Aplicável - NA,12,2024-01-14
MJG,11,2024-04-08
Não Aplicável - NA,12,2023-04-20
MJG,11,2023-11-26
PD,7,2023-08-31
Não Aplicável - NA,13,2023-05-01
Não Aplicável - NA,7,2023-05-09
MJG,11,2023-04-27
SM,8,2024-01-05
PM,13,2023-07-26
SM,15,2023-04-21
SM,12,2023-09-17
PD,11,2023-04-19
PM,13,2023-08-19
Não Aplicável - NA,5,2023-05-19
MJG,11,2023-06-07
PM,7,2023-07-04
SM,10,2024-01-04
SM,8,2023-07-06
PD,6,2024-03-18
SM,5,2023-05-07
PD,6,2023-04-16
PM,12,2023-10-05
SM,10,2023-07-10
PM,15,2023-06-01
Não Aplicável - NA,14,2024-02-18
Não Aplicável - NA,9,2023-04-23
SM,8,2023-10-22
Não Aplicável - NA,13,2023-11-10
PM,14,2023-08-03
PM,11,2023-10-28
MJG,14,2023-10-15
PD,5,2024-03-15
PM,7,2023-08-13
Não Aplicável - NA,13,2023-11-21
SM,10,2024-01-23
PD,9,2023-06-26
SM,13,2023-05-09
Não Aplicável - NA,9,2023-04-19
MJG,5,2024-01-19
PM,12,2023-06-30
PM,12,2023-06-01
PD,15,2023-10-10
MJG,13,2024-03-04
PM,15,2023-07-28
MJG,6,2023-08-27
PM,9,2023-08-02
MJG,13,2023-05-03
PD,9,2023-12-23
SM,6,2023-09-09
SM,12,2023-06-10
Não Aplicável - NA,12,2023-06-07
MJG,12,2024-03-12
SM,11,2023-08-04
PM,5,2023-04-29
PD,5,2023-09-23
PD,9,2023-07-27
PD,12,2023-10-19
SM,5,2023-12-04
PD,6,2023-10-18
PM,5,2023-07-10
PD,9,2024-01-12
MJG,9,2023-07-10
PM,15,2023-11-23
PD,11,2023-05-14
PM,9,2023-12-25
SM,6,2023-05-07
PD,6,2024-04-05
MJG,15,2023-12-14
PM,9,2023-09-29
PM,11,2024-02-23
Não Aplicável - NA,5,2024-01-02
Não Aplicável - NA,10,2023-12-03
PM,7,2024-04-13
PM,9,2024-04-01
MJG,13,2023-08-17
Não Aplicável - NA,13,2023-09-22
PD,13,2024-01-26
PD,6,2023-05-08
MJG,15,2023-05-11
PM,15,2023-10-18
SM,15,2023-06-05
SM,15,2023-09-13
PM,7,2023-11-22
PD,13,2024-02-22
PM,14,2024-03-07
SM,9,2023-11-26
MJG,15,2023-06-01
SM,15,2023-08-10
SM,6,2023-05-14
SM,14,2023-10-30
SM,12,2023-12-20
PM,7,2023-11-19
Não Aplicável - NA,7,2023-12-23
MJG,11,2024-03-10
SM,9,2023-04-19
PM,10,2024-03-15
Não Aplicável - NA,13,2023-04-22
Não Aplicável - NA,12,2023-07-18
SM,12,2023-05-08
PD,6,2023-12-27
PD,5,2023-07-17
Não Aplicável - NA,5,2024-02-29
MJG,6,2023-07-22
MJG,12,2023-12-14
PD,11,2024-01-06
MJG,11,2023-11-05
PD,13,2023-11-22
PM,14,2023-08-04
PD,6,2023-09-15
PM,5,2024-04-08
PM,10,2023-08-23
MJG,8,2023-12-09
PD,12,2024-01-08
SM,6,2023-07-28
PD,15,2024-02-22
PD,13,2024-01-01
MJG,10,2023-09-26
MJG,7,2024-01-24
SM,5,2023-10-02
Não Aplicável - NA,7,2024-03-05
MJG,14,2024-03-14
PM,11,2023-12-12
PD,5,2023-07-14
Não Aplicável - NA,14,2024-04-09
MJG,5,2023-12-19
PM,9,2024-01-02
Não Aplicável - NA,11,2023-10-21
MJG,11,2024-01-12
PM,9,2023-08-03
PD,15,2023-08-08
PM,11,2023-06-28
SM,9,2023-04-18
PM,13,2023-09-05
PD,10,2023-04-27
SM,13,2024-01-17
PD,11,2023-08-26
MJG,8,2023-12-14
PM,5,2023-12-29
SM,9,2023-05-28
Não Aplicável - NA,13,2024-02-01
PD,13,2024-02-19
SM,15,2023-08-22
MJG,13,2023-08-01
MJG,10,2023-10-25
PM,5,2023-12-29
MJG,10,2024-04-07
SM,13,2024-02-03
PD,9,2024-01-31
Não Aplicável - NA,15,2024-02-06
Não Aplicável - NA,8,2023-09-16
Não Aplicável - NA,8,2023-07-14
Não Aplicável - NA,7,2023-04-30
PD,13,2023-05-17
MJG,6,2023-11-05
PD,14,2023-09-08
SM,14,2023-11-12
PD,5,2024-03-12
Não Aplicável - NA,7,2023-05-19
SM,13,2023-12-17
MJG,13,2023-07-11
PD,6,2023-12-16
PD,9,2023-12-19
SM,11,2023-12-16
PM,10,2023-05-24
Não Aplicável - NA,6,2023-05-03
Não Aplicável - NA,9,2023-07-26
PM,14,2023-10-09
SM,6,2023-11-20
SM,13,2023-06-21
PM,6,2024-03-23
PM,12,2023-04-26
MJG,10,2023-05-11
SM,6,2024-01-29
PD,9,2024-01-24
PD,12,2024-01-10
Não Aplicável - NA,7,2023-07-10
SM,5,2023-10-13
Não Aplicável - NA,14,2023-07-14
PD,11,2023-11-14
Não Aplicável - NA,13,2023-06-15
PM,11,2023-07-27
PM,15,2023-12-16
Não Aplicável - NA,8,2023-09-10
MJG,14,2023-09-27
MJG,6,2023-10-13
PM,14,2023-10-25
PM,15,2023-04-17
MJG,10,2023-12-09
PD,9,2024-01-12
PD,13,2023-05-26
Não Aplicável - NA,10,2023-11-12
SM,11,2023-06-30
SM,15,2024-03-04
PM,6,2023-09-14
MJG,15,2023-04-25
MJG,5,2023-06-13
MJG,9,2023-08-16
PD,8,2023-05-01
PM,14,2023-06-12
MJG,15,2024-02-03
SM,7,2024-02-03
MJG,5,2023-10-04
PD,11,2023-08-19
PM,8,2023-05-16
PM,13,2023-10-27
SM,7,2023-05-14
PM,11,2024-04-06
PD,8,2024-03-30
MJG,12,2023-06-14
MJG,5,2023-07-31
SM,9,2023-04-18
Não Aplicável - NA,8,2024-03-06
Não Aplicável - NA,9,2023-11-30
MJG,9,2023-10-31
PD,12,2023-08-27
PM,13,2023-05-31
PD,13,2024-02-02
SM,10,2023-07-16
PD,13,2023-12-23
MJG,12,2024-02-02
PD,6,2023-08-13
PM,12,2023-06-28
MJG,12,2024-02-24
PD,6,2023-06-29
MJG,12,2023-12-10
MJG,6,2023-11-01
PM,12,2023-07-02
Não Aplicável - NA,11,2023-08-26
PD,6,2023-07-27
Não Aplicável - NA,7,2023-09-22
Não Aplicável - NA,12,2023-12-17
SM,11,2024-02-21
PD,15,2023-12-24
SM,6,2024-03-06
Não Aplicável - NA,12,2023-05-11
Não Aplicável - NA,15,2023-10-28
PM,12,2024-02-27
Não Aplicável - NA,9,2023-09-08
PM,10,2023-07-30
PD,12,2023-05-26
Não Aplicável - NA,7,2023-12-17
Não Aplicável - NA,15,2023-07-24
PD,14,2023-06-20
Não Aplicável - NA,10,2024-03-01
PM,8,2024-01-23
SM,10,2023-07-20
PM,12,2023-04-20
SM,9,2023-08-11
PD,15,2024-04-02
Não Aplicável - NA,12,2023-07-14
PM,14,2024-03-07
SM,5,2023-05-21
PM,13,2023-12-27
PM,8,2023-09-18
MJG,10,2023-06-25
PD,9,2023-05-27
PD,14,2023-05-05
PD,8,2024-01-19
PD,12,2023-04-19
PD,8,2023-06-13
PD,14,2023-09-02
PM,10,2023-09-13
PD,11,2023-09-08
Não Aplicável - NA,11,2024-01-07
MJG,15,2023-10-23
PM,14,2023-06-08
PM,11,2023-12-14
MJG,9,2023-10-30
PM,15,2024-03-30
MJG,5,2023-08-28
MJG,14,2023-11-25
SM,7,2023-11-28
MJG,15,2023-09-21
PM,13,2024-03-28
Não Aplicável - NA,15,2023-11-16
MJG,15,2023-06-01
Não Aplicável - NA,6,2023-08-06
PD,8,2023-07-14
PD,6,2024-03-05
MJG,11,2024-02-26
MJG,13,2023-06-15
MJG,9,2024-01-15
PD,14,2023-12-23
SM,11,2023-07-11
Não Aplicável - NA,14,2023-10-15
SM,9,2023-11-15
PD,11,2023-07-15
SM,13,2023-08-12
PD,15,2023-07-22
SM,12,2023-05-10
Não Aplicável - NA,5,2023-09-08
MJG,15,2023-10-20
Não Aplicável - NA,10,2024-04-01
PD,6,2023-07-05
SM,15,2023-10-27
PM,7,2023-08-31
PD,12,2023-07-15
MJG,6,2023-04-19
MJG,15,2023-12-30
PD,12,2023-07-25
MJG,5,2024-04-13
PM,5,2023-10-22
MJG,9,2023-07-01
Não Aplicável - NA,11,2024-03-29
PD,5,2023-08-26
Não Aplicável - NA,9,2023-12-28
PD,7,2023-12-18
SM,5,2023-11-28
PD,11,2023-07-28
Não Aplicável - NA,5,2024-03-02
PD,15,2023-12-03
MJG,6,2023-08-12
PM,15,2024-02-15
PM,15,2023-08-22
MJG,5,2024-02-02
SM,15,2024-03-03
PD,14,2023-06-28
SM,15,2024-02-24
SM,13,2023-10-06
MJG,6,2023-06-10
Não Aplicável - NA,15,2024-02-01
PM,12,2024-01-07
Não Aplicável - NA,5,2023-05-31
PM,7,2024-01-23
PM,15,2023-05-10
PM,9,2023-11-30
PD,14,2023-07-16
PM,9,2024-01-09
Não Aplicável - NA,5,2023-07-14
Não Aplicável - NA,12,2024-02-20
MJG,11,2023-05-30
MJG,12,2023-04-26
SM,13,2023-07-26
SM,6,2023-12-19
Não Aplicável - NA,7,2023-06-27
Não Aplicável - NA,13,2023-11-14
SM,15,2024-03-29
Não Aplicável - NA,12,2024-01-16
MJG,15,2023-09-22
MJG,9,2023-05-15
PM,13,2023-08-26
MJG,11,2023-12-12
Não Aplicável - NA,14,2023-11-14
Não Aplicável - NA,11,2023-05-04
Não Aplicável - NA,7,2023-12-25
SM,12,2024-01-04
SM,6,2023-11-07
Não Aplicável - NA,9,2024-01-21
PM,8,2023-05-06
MJG,15,2024-01-24
Não Aplicável - NA,14,2024-03-16
PM,5,2024-04-09
PM,5,2023-12-10
PM,10,2023-08-14
PD,12,2023-05-07
MJG,14,2023-10-30
PM,13,2023-06-12
PD,15,2024-03-30
MJG,14,2024-02-13
SM,11,2024-01-20
Não Aplicável - NA,13,2023-06-30
PM,9,2024-03-11
PD,9,2023-10-18
SM,12,2024-03-09
SM,5,2023-05-17
MJG,12,2023-08-20
PD,6,2023-05-28
Não Aplicável - NA,7,2023-11-27
SM,15,2023-12-03
MJG,13,2023-05-11
PM,11,2024-01-21
SM,6,2023-08-09
PD,6,2023-08-17
MJG,12,2024-03-16
PD,5,2023-11-05
SM,15,2023-07-06
MJG,5,2023-10-16
PM,13,2023-05-31
PD,11,2023-06-09
MJG,10,2023-07-23
SM,13,2023-12-14
Não Aplicável - NA,15,2024-03-06
Não Aplicável - NA,14,2023-10-29
SM,13,2023-12-19
PM,15,2023-07-04
SM,5,2023-12-08
Não Aplicável - NA,14,2023-12-02
PD,15,2023-05-07
Não Aplicável - NA,13,2024-03-06
SM,5,2023-09-11
PM,15,2024-03-19
MJG,5,2024-03-27
PD,8,2024-01-14
PD,9,2023-12-13
MJG,14,2023-09-28
MJG,5,2023-07-24
PD,9,2023-10-25
PM,5,2023-08-26
PM,6,2023-05-28
SM,14,2023-09-08
SM,12,2023-11-09
PM,12,2023-09-01
MJG,15,2023-06-20
MJG,12,2023-10-23
PM,7,2024-02-08
PD,7,2024-03-30
SM,6,2024-03-03
MJG,7,2024-03-03
MJG,9,2023-08-12
PD,5,2024-04-13
PM,14,2024-04-14
MJG,6,2024-02-24
SM,5,2023-11-16
PD,9,2023-11-15
Não Aplicável - NA,15,2023-05-11
PD,10,2023-05-02
PD,5,2023-08-04
PM,14,2023-06-05
PD,9,2023-10-07
SM,11,2024-02-27
PD,15,2023-08-16
MJG,9,2023-05-23
SM,8,2023-11-20
PD,6,2023-08-10
PD,10,2023-09-03
PM,8,2023-10-12
Não Aplicável - NA,11,2023-11-27
MJG,13,2023-12-03
Não Aplicável - NA,7,2023-05-27
Não Aplicável - NA,5,2024-03-31
PM,9,2023-09-23
PD,14,2023-05-27
SM,12,2023-11-20
PD,8,2023-04-27
MJG,7,2023-12-03
PM,5,2023-11-21
PM,7,2023-04-21
Não Aplicável - NA,5,2023-12-31
SM,12,2024-03-30
Não Aplicável - NA,7,2023-05-18
PD,5,2023-06-28
SM,9,2024-02-20
PD,13,2023-10-30
PD,14,2023-11-12
PD,14,2023-09-01
SM,9,2024-02-20
PM,11,2023-08-30
PM,13,2023-06-11
Não Aplicável - NA,5,2023-12-30
PM,6,2023-11-25
MJG,6,2024-01-22
PM,9,2023-12-30
PD,14,2024-01-15
MJG,10,2023-05-16
PM,12,2023-07-06
PM,15,2023-08-19
MJG,6,2023-10-24
SM,12,2024-03-07
Não Aplicável - NA,9,2024-01-18
PM,15,2024-04-12
PM,12,2023-12-10
PM,14,2023-10-27
SM,14,2024-01-17
PD,9,2024-01-03
SM,8,2023-11-08
Não Aplicável - NA,10,2024-01-08
PD,5,2023-10-16
PD,7,2023-06-17
Não Aplicável - NA,7,2024-04-09
Não Aplicável - NA,5,2024-01-06
MJG,14,2023-10-16
PD,13,2023-11-05
PM,8,2023-09-20
SM,7,2024-04-07
Não Aplicável - NA,15,2024-02-18
MJG,5,2023-12-24
PM,12,2023-06-01
PD,10,2023-11-11
PD,8,2023-08-12
PM,8,2024-01-10
PD,13,2024-01-10
SM,11,2023-10-30
MJG,8,2023-09-20
SM,12,2023-04-27
Não Aplicável - NA,7,2023-12-03
MJG,11,2024-01-01
SM,5,2024-02-11
PD,12,2023-09-30
MJG,13,2024-03-25
SM,12,2023-12-06
Não Aplicável - NA,5,2023-08-23
Não Aplicável - NA,10,2023-08-08
PD,11,2023-10-06
SM,13,2023-08-09
Não Aplicável - NA,13,2024-01-16
PM,14,2023-05-02
SM,10,2023-09-05
Não Aplicável - NA,11,2023-12-10
Não Aplicável - NA,13,2023-06-02
Não Aplicável - NA,5,2024-03-04
SM,14,2023-06-07
PM,14,2024-01-14
Não Aplicável - NA,12,2023-10-27
MJG,9,2023-06-07
MJG,5,2023-09-09
MJG,14,2023-11-24
Não Aplicável - NA,10,2024-03-02
PM,12,2023-11-09
MJG,11,2023-06-22
SM,14,2023-12-19
Não Aplicável - NA,14,2023-05-21
PM,5,2023-12-27
MJG,5,2023-05-09
Não Aplicável - NA,6,2023-05-08
PM,10,2023-10-19
Não Aplicável - NA,14,2023-04-27
PD,12,2023-10-06
PD,7,2024-04-09
Não Aplicável - NA,8,2023-09-28
SM,11,2023-05-07
Não Aplicável - NA,8,2023-06-10
SM,5,2024-01-03
PD,14,2023-09-03
MJG,6,2023-09-21
Não Aplicável - NA,14,2023-06-28
Não Aplicável - NA,12,2024-01-03
Não Aplicável - NA,7,2023-08-02
PM,7,2023-12-27
SM,11,2023-11-30
PM,9,2023-09-29
PM,5,2023-05-25
MJG,11,2023-07-03
MJG,13,2023-07-23
SM,10,2023-06-29
SM,11,2023-06-10
PD,5,2023-08-27
SM,14,2023-05-02
SM,14,2023-09-11
PM,15,2023-11-12
MJG,7,2023-04-26
SM,12,2023-12-31
MJG,6,2023-05-03
SM,12,2023-07-06
Não Aplicável - NA,14,2023-11-04
PM,13,2024-04-09
Não Aplicável - NA,6,2023-09-19
MJG,5,2023-07-30
Não Aplicável - NA,5,2023-05-12
Não Aplicável - NA,15,2024-02-06
PD,13,2024-04-03
PD,9,2023-05-14
PM,5,2023-06-13
PM,14,2023-07-28
PM,11,2023-07-04
SM,10,2024-01-05
Não Aplicável - NA,5,2023-06-05
MJG,8,2023-07-25
PD,12,2023-05-09
PD,11,2023-09-24
PM,11,2023-05-12
PM,10,2024-01-09
SM,5,2023-06-26
PM,6,2024-04-09
PD,11,2023-12-28
MJG,11,2023-11-14
PD,5,2023-07-09
MJG,5,2024-02-01
PM,15,2024-02-21
SM,7,2024-01-27
PD,6,2023-11-17
SM,6,2023-06-22
MJG,13,2023-12-12
SM,9,2023-10-21
SM,10,2023-05-04
PD,8,2023-07-12
MJG,12,2024-03-13
SM,8,2024-01-16
PM,15,2023-06-23
PM,14,2023-09-05
SM,8,2023-10-23
PD,6,2023-08-19
PM,12,2023-11-11
PM,10,2023-10-18
SM,15,2023-11-11
MJG,8,2023-09-06
MJG,15,2023-08-07
MJG,8,2024-01-25
PD,9,2023-07-08
Não Aplicável - NA,11,2023-09-29
PD,7,2023-11-30
PM,5,2023-05-22
PM,9,2023-07-03
PM,8,2024-03-15
MJG,9,2023-10-27
PD,14,2023-11-13
PM,9,2023-12-05
MJG,11,2023-11-20
Não Aplicável - NA,6,2024-03-02
Não Aplicável - NA,13,2023-08-21
SM,13,2023-11-14
PM,11,2023-07-24
SM,15,2024-03-31
PD,14,2023-08-06
PM,5,2024-01-17
PD,7,2023-12-17
MJG,15,2024-02-18
SM,8,2023-12-29
MJG,13,2023-11-21
PD,9,2024-03-27
SM,8,2023-08-06
Não Aplicável - NA,11,2023-07-25
PD,9,2023-10-01
Não Aplicável - NA,5,2024-04-12
PD,11,2023-10-13
Não Aplicável - NA,15,2023-06-30
PM,8,2023-09-20
PM,7,2023-10-15
PD,8,2023-05-25
SM,12,2023-08-31
Não Aplicável - NA,10,2023-06-22
SM,6,2024-01-02
SM,6,2023-09-07
MJG,9,2024-02-06
MJG,12,2023-05-14
PD,8,2024-01-05
SM,7,2023-07-04
PD,12,2023-08-30
MJG,7,2023-09-08
Não Aplicável - NA,14,2023-11-26
MJG,12,2024-02-07
SM,7,2023-06-03
Não Aplicável - NA,10,2023-07-15
PD,9,2024-01-24
PM,10,2023-07-29
Não Aplicável - NA,12,2023-05-01
SM,14,2023-05-06
SM,11,2023-08-15
Não Aplicável - NA,7,2024-02-02
SM,6,2023-05-31
PM,12,2023-07-05
SM,12,2024-01-05
PM,10,2023-12-16
MJG,15,2023-11-10
PD,14,2023-11-07
PM,14,2023-07-21
PM,8,2023-08-28
MJG,6,2023-05-20
SM,6,2024-01-03
MJG,15,2023-12-12
Não Aplicável - NA,11,2023-08-22
MJG,10,2023-10-14
Não Aplicável - NA,9,2024-02-08
PM,10,2023-08-17
PD,8,2023-07-18
SM,15,2023-10-16
PD,7,2023-06-21
SM,13,2024-02-03
Não Aplicável - NA,7,2023-09-10
SM,14,2023-12-01
Não Aplicável - NA,7,2023-08-22
PD,8,2023-11-20
PM,14,2023-07-08
PM,8,2023-08-24
PM,5,2023-05-30
PM,15,2023-10-07
PM,10,2023-09-30
Não Aplicável - NA,12,2023-05-18
PD,5,2023-06-06
SM,15,2024-01-06
PM,7,2023-06-02
PD,11,2023-12-15
MJG,7,2023-12-07
Não Aplicável - NA,5,2023-09-19
Não Aplicável - NA,8,2023-06-10
PD,5,2024-01-18
SM,8,2023-10-08
PM,12,2024-02-12
PM,10,2024-04-01
Não Aplicável - NA,9,2023-12-23
SM,9,2024-03-28
SM,6,2023-06-07
Não Aplicável - NA,12,2023-05-27
MJG,9,2023-11-20
Não Aplicável - NA,12,2024-01-31
MJG,15,2023-10-30
PD,15,2023-08-09
MJG,7,2023-06-07
Não Aplicável - NA,14,2023-10-02
MJG,6,2023-12-09
Não Aplicável - NA,5,2024-03-05
SM,8,2023-05-09
PM,15,2023-10-04
Não Aplicável - NA,14,2023-07-22
SM,7,2023-06-16
PD,11,2023-05-05
PD,6,2024-01-29
MJG,12,2023-07-17
MJG,10,2024-01-14
PM,7,2023-07-02
SM,6,2023-06-05
MJG,11,2023-11-08
SM,15,2023-07-11
PD,14,2023-07-29
SM,7,2024-03-02
PM,7,2024-01-05
Não Aplicável - NA,14,2024-03-31
PD,15,2024-03-01
Não Aplicável - NA,11,2023-10-14
PM,7,2023-10-09
PM,6,2023-11-30
MJG,7,2023-08-01
PM,15,2023-05-24
Não Aplicável - NA,8,2023-06-03
MJG,7,2023-05-10
MJG,8,2023-05-16
PM,13,2023-11-04
MJG,6,2023-06-12
Não Aplicável - NA,8,2023-10-26
PM,14,2023-10-03
PM,5,2023-07-09
PM,15,2023-12-28
PM,14,2024-02-03
SM,11,2023-09-29
Não Aplicável - NA,7,2023-10-11
SM,10,2024-03-06
PM,7,2024-02-23
SM,9,2023-05-10
PM,12,2023-08-18
PM,10,2024-01-31
PM,6,2024-02-16
SM,5,2023-09-07
PD,11,2024-03-07
MJG,5,2024-02-08
MJG,5,2023-10-10
PD,5,2023-06-22
MJG,5,2023-05-16
MJG,10,2023-11-17
SM,5,2023-08-09
PM,14,2023-12-01
PD,7,2024-03-18
Não Aplicável - NA,14,2023-12-18
SM,5,2024-03-11
PM,7,2024-03-01
Não Aplicável - NA,10,2023-07-10
Não Aplicável - NA,13,2023-09-07
PD,5,2023-09-18
PM,12,2023-11-03
SM,10,2023-08-02
SM,5,2023-11-28
Não Aplicável - NA,6,2023-06-07
Não Aplicável - NA,10,2024-02-29
PM,8,2024-01-19
Não Aplicável - NA,10,2024-01-03
Não Aplicável - NA,11,2024-02-15
MJG,5,2023-09-01
SM,6,2023-10-16
MJG,11,2024-01-29
MJG,10,2024-01-26
PD,11,2023-06-27
Não Aplicável - NA,9,2023-06-19
PD,13,2024-02-10
PD,15,2023-07-04
SM,14,2023-06-27
PM,8,2023-12-09
MJG,7,2023-12-13
MJG,14,2024-02-16
PD,7,2023-07-15
Não Aplicável - NA,14,2024-02-28
SM,6,2023-06-20
MJG,13,2023-11-11
PM,5,2023-11-13
Não Aplicável - NA,12,2024-02-06
Não Aplicável - NA,13,2024-03-09
MJG,5,2023-10-15
Não Aplicável - NA,8,2023-08-13
PD,9,2024-04-09
MJG,13,2023-05-17
Não Aplicável - NA,6,2024-01-06
Não Aplicável - NA,7,2023-07-24
MJG,9,2024-03-30
SM,8,2023-10-05
PM,6,2023-06-19
PD,8,2024-04-05
MJG,7,2023-08-18
MJG,15,2023-11-09
MJG,6,2023-07-30
PM,10,2023-08-16
SM,14,2024-01-03
MJG,8,2023-09-17
PM,14,2024-02-16
PD,12,2024-04-13
PM,10,2024-03-13
MJG,13,2023-06-20
Não Aplicável - NA,8,2023-10-21
PD,13,2023-04-22
MJG,8,2024-01-11
Não Aplicável - NA,11,2024-02-10
PM,9,2023-06-22
Não Aplicável - NA,7,2023-11-19
MJG,13,2023-04-23
SM,7,2023-04-26
SM,8,2024-04-08
Não Aplicável - NA,6,2024-04-07
PM,9,2024-03-24
PM,15,2024-02-27
Não Aplicável - NA,13,2023-09-07
SM,5,2023-10-04
MJG,12,2023-04-23
PM,5,2023-10-11
PM,8,2024-01-10
SM,10,2023-07-08
MJG,15,2023-04-18
PD,13,2023-11-14
SM,9,2023-05-11
PD,5,2023-07-06
MJG,6,2024-02-27
SM,13,2023-10-05
PM,14,2023-06-13
PM,11,2023-10-31
Não Aplicável - NA,9,2023-12-21
MJG,12,2023-11-02
PM,10,2023-10-13
PD,9,2023-06-10
PD,7,2024-04-03
SM,14,2024-03-18
Não Aplicável - NA,13,2024-02-21
PM,11,2023-06-17
